text,appeal_to_authority,appeal_to_fear,bandwagon,black_white_fallacy,causal_oversimplification,doubt,exaggeration,flag_waving,loaded_language,name_calling,repetition,slogans,thought_terminating_cliche,whataboutism
a profound tragedy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
totally left out in the cold to fend for himself,0,0,0,0,0,0,0,0,1,0,0,0,0,0
eerie silence,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a great miscarriage of justice,0,0,0,0,0,0,1,0,0,0,0,0,0,0
are virtually empty,0,0,0,0,0,0,1,0,0,0,0,0,0,0
absolutely clear-cut,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the bogus Swedish case,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a constitutional hero,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a ‘Constitutional Hero,0,0,0,0,0,0,0,0,0,1,0,0,0,0
It’s so ridiculous,0,0,0,0,0,0,0,0,1,0,0,0,0,0
His journalistic brethren,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I have never known anything quite like it in my career,0,0,0,0,0,0,1,0,0,0,0,0,0,0
witch-hunting around Russia-gate,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Their investigations turned up not a shred of real evidence,0,0,0,0,0,0,1,0,0,0,0,0,0,0
was hounded,0,0,0,0,0,0,0,0,1,0,0,0,0,0
taken such a battering,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the utter hypocrisy of news organizations,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I find this one of the most unsavory and immoral things I have seen in my career,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"One of Assange’s great tormentors, The Guardian‘s Luke Harding",0,0,0,0,0,0,0,0,0,1,0,0,0,0
it was a hack through Julian Assange,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the Clinton machine,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the dozen or so pissed-off people,0,0,0,0,0,0,0,0,0,1,0,0,0,0
he was rolled by the Clinton organization,0,0,0,0,0,0,0,0,1,0,0,0,0,0
farcical element,0,0,0,0,0,0,0,0,1,0,0,0,0,0
he yelled out,0,0,0,0,0,0,0,0,1,0,0,0,0,0
one of their brethren was being brutalized,0,0,0,0,0,0,0,0,1,0,0,0,0,0
one of their brethren,0,0,0,0,0,0,0,0,0,1,0,0,0,0
It was hysterical,0,0,0,0,0,0,0,0,1,0,0,0,0,0
being hauled off,0,0,0,0,0,0,0,0,1,0,0,0,0,0
both shocking and surreal,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the shocking and the surreal,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dark and menacing developments,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the word “journalism” is becoming blighted,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Never has there been a collusion like the one between the U.S. and Israel,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gunning down,0,0,0,0,0,0,0,0,1,0,0,0,0,0
some of the most wickedly experimental munitions in the world,0,0,0,0,0,0,1,0,0,0,0,0,0,0
All the talk of Iran and nuclear weapons is without any reference to the biggest nuclear power in the Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,1
cowardice in journalism,0,0,0,0,0,0,0,0,1,0,0,0,0,0
an extraordinary public service,0,0,0,0,0,0,1,0,0,0,0,0,0,0
they dressed it up,0,0,0,0,0,0,0,0,1,0,0,0,0,0
They had a right,0,0,0,0,0,0,0,0,0,0,1,0,0,0
and put flesh on the expression,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The enemy to great power is not the likes of the Taliban, it is us",0,0,0,0,0,0,0,0,0,0,0,0,0,1
shocking information,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hang him from the rafters,0,0,0,0,0,0,0,0,1,0,0,0,0,0
horrific examples,0,0,0,0,0,0,0,0,1,0,0,0,0,0
they should be full of people saying that we are with you,1,0,0,0,0,0,0,0,0,0,0,0,0,0
deadly school massacres,0,0,0,0,0,0,0,0,1,0,0,0,0,0
School Violence,0,0,0,0,0,0,0,0,1,0,0,0,0,0
revolution,0,0,0,0,0,0,0,0,1,0,0,0,0,0
school shooting,0,0,0,0,0,0,0,0,0,0,1,0,0,0
There is no better way to keep the Catholic family together and committed to the Catholic restoration than the Catholic home school,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Left-wing social engineering,0,0,0,0,0,0,0,0,0,1,0,0,0,0
keep the Catholic family together,0,0,0,0,0,0,0,0,0,0,0,1,0,0
couldn't be happier,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Red Flag Laws save lives,0,0,0,0,0,0,0,0,0,0,0,1,0,0
red flag laws,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Red Flag Laws,0,0,0,0,0,0,0,0,0,0,1,0,0,0
our leaders,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gross negligence,0,0,0,0,0,0,0,0,0,0,1,0,0,0
blatantly anti-Trump,0,0,0,0,0,0,0,0,1,0,0,0,0,0
grossly negligent,0,0,0,0,0,0,0,0,1,0,1,0,0,0
criminally reckless,0,0,0,0,0,0,0,0,1,0,0,0,0,0
extremely careless,0,0,0,0,0,0,0,0,1,0,1,0,0,0
emerged in a disappointingly watered-down form,0,0,0,0,0,1,0,0,0,0,0,0,0,0
willful intent to commit an act she knew was wrongful,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sharply critical of Mr. Trump,0,0,0,0,0,0,1,0,0,0,0,0,0,0
as disappointing as the rigged outcome of the e-mail investigation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
disappointingly,0,0,0,0,0,0,0,0,1,0,0,0,0,0
give Hillary Clinton a Get Out of Jail Free card,0,0,0,0,0,0,0,0,1,0,0,0,0,0
treat Hillary Clinton with kid gloves,0,0,0,0,0,0,0,0,1,0,0,0,0,0
inexplicably concluded,0,0,0,0,0,1,0,0,0,0,0,0,0,0
big bad guy,0,0,0,0,0,0,0,0,0,1,0,0,0,0
How in the world can we trust them,0,0,0,0,0,1,0,0,0,0,0,0,0,0
unpersuasive,0,0,0,0,0,0,0,0,1,0,0,0,0,0
mishandled,0,0,0,0,0,0,0,0,1,0,0,0,0,0
disturbing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Peter Strzok, a key investigator on both the Clinton email case and the investigation of Russia and the Trump campaign, assured an FBI lawyer in August 2016 that “we’ll stop” Trump from making it to the White House",0,0,0,0,0,1,0,0,0,0,0,0,0,0
disparaging,0,0,0,0,0,0,0,0,1,0,0,0,0,0
we did not have confidence that Strzok’s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"“unpersuasive,” “illogical,” and inconsistent",0,0,0,0,0,1,0,0,0,0,0,0,0,0
I fully believe IG Horowitz’ findings,1,0,0,0,0,0,0,0,0,0,0,0,0,0
so ferocious,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a terrifying judgment,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sex slaves,0,0,0,0,0,0,0,0,1,0,0,0,0,0
preposterously,0,0,0,0,0,0,0,0,1,0,0,0,0,0
legerdemain,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hypocrites,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"naïve, inaccurate, misleadingly sunny view",0,0,0,0,0,0,0,0,1,0,0,0,0,0
misleadingly sunny view,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the duty to kill infidels,0,0,0,0,0,0,0,0,1,0,0,0,0,0
incitement and hatred,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That sounds wonderful,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"God’s inexhaustible mercy, indeed",0,0,0,0,0,1,0,0,1,0,0,0,0,0
peaceful fantasy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
blow up the White House and conquer Rome and Spain,0,0,0,0,0,0,0,0,1,0,0,0,0,0
head-in-the-sand posture toward Qur’an-based Islamic jihad violence,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the only reason why there is general interest in the Qur’an among non-Muslims is to seek an answer to the question of whether or not it justifies and encourages Islamic terrorism,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah",0,0,0,1,1,0,0,0,0,0,0,0,0,0
Foolish Religion Author Gary Wills,0,0,0,0,0,0,0,0,0,1,0,0,0,0
“right-wing Islamophobes”,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Leftist Catholic, Pope Francis",0,0,0,0,0,0,0,0,0,1,0,0,0,0
tu quoque arguments,0,0,0,0,0,0,0,0,0,1,0,0,0,0
kill infidels,0,1,0,0,0,0,0,0,0,0,0,0,0,0
war against Jews and Christians,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kill them wherever you find them,0,1,0,0,0,0,0,0,0,0,0,0,0,0
the best possible face on the Qur’an,0,0,0,0,0,0,1,0,0,0,0,0,0,0
worst of sins,0,0,0,0,0,0,1,0,0,0,0,0,0,0
unlimited warfare against non-Muslims,0,0,0,0,0,0,1,0,0,0,0,0,0,0
inexhaustible mercy and forgiveness,0,0,0,0,0,0,1,0,0,0,0,0,0,0
one massive question,0,0,0,0,0,0,1,0,0,0,0,0,0,0
so very many Muslims worldwide,0,0,0,0,0,0,1,0,0,0,0,0,0,0
To “emigrate in the cause of Allah” is to leave one’s home and join up with the Muslims,0,0,0,1,0,0,0,0,0,0,0,0,0,0
“kill them wherever you find them.”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
How would Garry Wills explain all that? He can’t,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wills is no more trustworthy when he deals with the question of violence in the Qur’an,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wills doesn’t mention the existence of such interpretations, even to dismiss them",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Likewise, when he claims that the Qur’an has “not a thing” to say about Sharia, he appears unaware that the Qur’an is one of the sources of Sharia",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Again and again it turns out that Wills has ignored key passages in order to make his case,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"That would be good to know, were Wills a reliable witness. Unfortunately, he proves to be just the opposite",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wills, not surprisingly, does not offer any quotation from me to back up his false claim",0,0,0,0,0,1,0,0,0,0,0,0,0,0
He ignores the fact that some Islamic authorities see this passage as calling for nothing less than unlimited warfare against non-Muslims,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wills has omitted all mention of the primary Qur’anic passage on this topic,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wills’ naïve, inaccurate, misleadingly sunny view of the Qur’an",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Wills never mentions Qur’an 9:29, which commands Muslims to wage war against Jews and Christians and subjugate them as inferiors under the rule of Sharia",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wills doesn’t give any source for it,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"if the Islamic holy book is really as peaceful and benign as Garry Wills makes it out to be, why do so very many Muslims worldwide misunderstand it",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the Bible contains material that is just as bad or worse,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"The Islamic State (ISIS), in its heyday, quoted the Qur’an frequently",0,0,1,0,0,0,0,0,0,0,0,0,0,0
nonsensical,0,0,0,0,0,0,0,0,1,0,0,0,0,0
anti-American,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"if we do that, we won't have to worry about mass shooters",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""American""",0,0,0,0,0,0,0,1,0,0,0,0,0,0
they are about as anti-American as it comes in their new demands for gun confiscation measures,0,0,0,1,0,0,0,0,0,0,0,0,0,0
couldn't tell you any of these devices or items if they saw them,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This has nothing to do with medicine or health,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Non-American,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"a right, not a permission, to keep and bear arms",0,0,0,1,0,0,0,0,0,0,0,0,0,0
carnage of gun violence,0,0,0,0,0,0,0,0,1,0,0,0,0,0
public health crisis,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"people are dying by the hundreds of thousands at the hands of drugs approved by the FDA, but I don't hear you guys calling to shut down the unconstitutional FDA or put Big Pharma out of business",0,0,0,0,0,0,0,0,0,0,0,0,0,1
they don't want to bite the hand that feeds them,0,0,0,0,1,0,0,0,0,0,0,0,0,0
law-abiding,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Where is Berg's blog post on that?,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Where is the AMA statement against the pharmaceutical companies and big government?,0,0,0,0,0,1,0,0,0,0,0,0,0,0
thoughtless,0,0,0,0,0,0,0,0,1,0,0,0,0,0
to end national security,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anything a Republican president does is exactly like the Holocaust,0,0,1,0,0,0,0,0,0,0,0,0,0,0
compared US immigration policy to Nazi Germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0
death-camp,0,1,0,0,0,0,0,0,0,0,0,0,0,0
particularly stupid,0,0,0,0,0,0,0,0,1,0,0,0,0,0
only shameless Zionists would attempt to equate killing Jews with killing Jews,0,0,0,1,0,0,0,0,0,0,0,0,0,0
killed them all,0,1,0,0,0,0,0,0,0,0,0,0,0,0
extermination,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The attacks here are motivated by a desire for open borders,0,0,0,0,1,0,0,0,0,0,0,0,0,0
human shields,0,0,0,0,0,0,0,0,1,0,0,0,0,0
remarkable ignorance of history,0,0,0,0,0,0,0,0,1,0,0,0,0,0
degradation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vilify and humiliate,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The non-Muslims are nothing but dirt,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stance of denial and appeasement,0,0,0,0,0,0,0,0,1,0,0,0,0,0
to exterminate the infidels,0,0,0,0,0,0,0,0,1,0,0,0,0,0
partisans of Satan; most treacherous in regard to all they do,0,0,0,0,0,0,0,0,0,1,0,0,0,0
just another mainstream hack politician,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the global jihad threat,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the “moderates,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jihad terror,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the infidels,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the People of the Book,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a real believer,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the race of infidels,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose. We will simply lose….We absolutely have to get that Muslim majority living in many of our towns and cities on our side, more attuned to Western values than some pretty hardline interpretations of the Qur’an",0,1,0,0,0,0,0,0,0,0,0,0,0,0
exterminate the infidels,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"But if we don’t speak about such facts, how will we ever convince Muslims not to follow “hardline interpretations of the Qur’an",0,1,0,0,0,0,0,0,0,0,0,0,0,0
a battle between us and the entire religion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
innumerable examples,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the highest dignity,0,0,0,0,0,0,1,0,0,0,0,0,0,0
nothing but dirt,0,0,0,0,0,0,1,0,0,0,0,0,0,0
most treacherous in regard to all they do,0,0,0,0,0,0,1,0,0,0,0,0,0,0
everything they could,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a “battle between us and the entire religion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
with the entire Islamic world,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a “battle” with the “entire religion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
entire religion to be at war with the entire non-Muslim world,0,0,0,0,0,0,1,0,0,0,0,0,0,0
whose whole endeavor in this nether life is useless,0,0,0,0,0,0,1,0,0,0,0,0,0,0
at war with the entire religion,0,0,0,0,0,0,1,0,0,0,0,0,0,0
entire religion,0,0,0,0,0,0,0,0,0,0,1,0,0,0
a “battle” with the “entire religion”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
We will simply lose,0,0,0,0,0,0,0,0,0,0,1,0,0,0
but British establishment politicians have done everything they could to sabotage that vote since then,0,0,0,0,0,1,0,0,0,0,0,0,0,0
No sane person is saying that the West should go to war with the entire Islamic world,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Another problem with Farage’s statement is that it manifests a remarkable ignorance of history. While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nigel Farage has become just another mainstream hack politician,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"if he can’t beat them, he’ll join them",0,0,0,0,0,0,0,0,0,0,0,0,1,0
I document this abundantly in my new book The History of Jihad From Muhammad to ISIS,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sharaf ad-Din Ali Yazdi, a fifteenth-century Persian who wrote a biography of the Mongol Muslim warrior Tamerlane, observed that “the Qur’an says the highest dignity man can attain is that of making war in person against the enemies of his religion",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Muhammad advises the same thing, according to the tradition of the Muslim doctors",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fatimid caliph Al-Amir bi-Ahkamillah issued this edict: Now, the prior degradation of the infidels in this world before the life to come—where it is their lot—is considered an act of piety; and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation….The dhimmi’s payment of his dues by a bill drawn on a Muslim, or by delegating a real believer to pay it in his name will not be tolerated. It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low. The jizya is to be imposed on all of them in full, without exception",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"the Umayyad caliph Umar ibn Abd al-Aziz sent out a message to the governors of the various Islamic provinces: O you who believe! The non-Muslims are nothing but dirt. Allah has created them to be partisans of Satan; most treacherous in regard to all they do; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work. Upon them rests the curse of Allah, of the Angels and of man collectively",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"But what, Mr. Farage, are we to think about the Muslims who consider themselves and their religion to be at war with us",0,0,0,0,0,0,0,0,0,0,0,0,0,1
The persecution of Julian Assange must end. Or it will end in tragedy,0,1,0,0,0,0,0,0,0,0,0,0,0,0
gross injustice,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously",0,0,0,0,0,0,0,0,1,0,0,0,0,0
Vichy journalists,0,0,0,0,0,0,0,0,0,1,0,0,0,0
obliterate totally,0,0,0,0,0,0,0,0,1,0,0,0,0,0
murdered publicly and gruesomely,0,0,0,0,0,0,0,0,1,0,0,0,0,0
to crush starving and stricken people in a genocidal assault,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a tool of Russian intelligence,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a nihilistic opportunist who does the bidding of a dictator,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a vicious re-tweet,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Assange is Putin’s bitch,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a “damaged personality” and “callous,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bogus and farcical,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Screw the terrorist. He’ll be eating cat food forever,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the suburban home of America’s war-making elite,0,0,0,0,0,0,0,0,0,1,0,0,0,0
outrageous behaviour,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Like a spurned lover,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a media witch-hunt,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The witch-hunt,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the terrorist,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Assange is in mortal danger,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"They can remain silent, for which history will be unforgiving. Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home",0,1,0,0,0,0,0,0,0,0,0,0,0,0
gross miscarriage of justice and the extreme danger that await him,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a person of extraordinary resilience and courage,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"a tsunami of lies and smear engulf him, endlessly",0,0,0,0,0,0,1,0,0,0,0,0,0,0
a unrelenting assault,0,0,0,0,0,0,0,0,1,0,0,0,0,0
they planned a war on a single human being and on the very principle of freedom of speech,0,0,0,0,0,0,1,0,0,0,0,0,0,0
personal smear,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Their shock troops,0,0,0,0,0,0,0,0,0,1,0,0,0,0
over whom she fawned,0,0,0,0,0,0,0,0,1,0,0,0,0,0
the icon for your generation,0,0,0,0,0,0,0,0,0,1,0,0,0,0
one of the instigators of the invasion and destruction of Libya as a modern state,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Like the invasion of Iraq, it was based on lies",0,0,0,0,0,1,0,0,0,0,0,0,0,0
whooping and cheering,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a breeding ground for ISIS and other jihadists,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists. Thanks largely to her, tens of thousands of refugees fled in peril across the Mediterranean, and many drowned",0,0,0,0,0,1,0,0,0,0,0,0,0,0
the biggest arms sale ever,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a highly paid reporter,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Clinton defamed Assange,0,0,0,0,0,0,0,0,1,0,0,0,0,0
an Australian citizen,0,0,0,0,0,0,0,1,0,0,1,0,0,0
She offered no evidence — nor was asked for any — to back her grave allegations,0,0,0,0,0,1,0,0,0,0,0,0,0,0
grave allegations,0,0,0,0,0,0,0,0,1,0,0,0,0,0
shocking interview,0,0,0,0,0,0,0,0,1,0,0,0,0,0
We all know it,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Vichy journalism,0,0,0,0,0,0,0,0,0,1,0,0,0,0
reputedly once a great liberal newspaper,0,0,0,0,0,0,0,0,0,0,0,0,0,1
conducted a vendetta,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"personal, petty, inhuman and craven attacks",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from",0,0,0,0,0,0,0,0,0,0,0,0,0,1
one of the greatest journalistic scoops of the last 30 years,0,0,0,0,0,0,1,0,0,0,0,0,0,0
struggled to survive,0,0,0,0,0,0,0,0,1,0,0,0,0,0
not a penny going to WikiLeaks,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gratuitously abused,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gloated on his blog,0,0,0,0,0,0,0,0,1,0,0,0,0,0
trying to clamp down,0,0,0,0,0,0,0,0,1,0,0,0,0,0
audaciously revealed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"with their attendant rape, murder and destruction",0,0,0,0,0,0,0,0,1,0,0,0,0,0
The authorities care so little about violence against women that they manipulate rape allegations at will,0,0,0,0,1,0,0,0,0,0,0,0,0,0
extreme danger,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a “Manhunt target list,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a nice bride in prison,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a one-way moral screen has been pushed back to expose the imperialism of liberal democracies,0,0,0,0,0,0,0,0,1,0,0,0,0,0
division and degradation of “unworthy” lives,0,0,0,0,0,0,0,0,1,0,0,0,0,0
endless warfare,0,0,0,0,0,0,1,0,0,0,0,0,0,0
a vast tapestry of lies up on which we feed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"systematic brutality, the widespread atrocities, the ruthless suppression of independent thought",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened",0,0,0,0,0,0,0,0,0,0,0,0,0,1
fraudulent wars,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bald-faced lies of governments,0,0,0,0,0,0,0,0,1,0,0,0,0,0
remarkable Australian citizen,0,0,0,0,0,0,0,1,0,0,0,0,0,0
pioneering feminists,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Malcolm Turnbull can remain silent. Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world",0,1,0,0,0,0,0,0,0,0,0,0,0,0
defend the life of an Australian citizen,0,0,0,0,0,0,0,1,0,0,0,0,0,0
is recognised by countless people across the world,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gross miscarriage of justice,0,0,0,0,0,0,0,0,1,0,0,0,0,0
after the Vichy government that served and enabled the German occupation of wartime France,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"warmongering, sycophantic, embarrassing speech",0,0,0,0,0,0,0,0,1,0,0,0,0,0
law-abiding citizens,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""Take the guns first and then due process""",0,0,0,0,0,0,0,0,0,0,0,1,0,0
unconstitutional and unlawful laws,0,0,0,0,0,0,0,0,1,0,0,0,0,0
#NeverAgain,0,0,0,0,0,0,0,0,0,0,0,1,0,0
despite the fact that government has never been given authority to restrict or regulate arms,0,0,0,1,0,0,0,0,0,0,0,0,0,0
attacking the rights of the people,0,0,0,1,0,0,0,0,0,0,0,0,0,0
We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gun violence crisis,0,0,0,0,0,0,0,0,0,0,1,0,0,0
unlawful policies,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nothing could be further from the truth,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"the Second Amendment recognizes the right to keep and bear arms is a right given to us by our Creator, not a permission we gain from government",0,0,0,1,0,0,0,0,0,0,0,0,0,0
consistent,0,0,0,0,0,0,0,0,0,0,1,0,0,0
And just what kind of policies are we talking about?,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jim Comey and Jim Comey alone,0,0,0,0,0,0,0,0,1,0,1,0,0,0
deep state plot,0,0,0,0,0,0,0,0,1,0,0,0,0,0
negligence,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the victim of a scurrilous slander campaign,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought",0,0,0,0,0,0,0,0,1,0,0,0,0,0
Long live the Fifth Estate,0,0,0,0,0,0,0,0,0,0,0,1,0,0
after the Vichy government that served ad enabled the German occupation of France,0,0,1,0,0,0,0,0,0,0,0,0,0,0
